article_id,article_title,dataset_id,source
10.1038/s41467-019-11103-1,Controls of soil organic matter on soil thermal dynamics in the northern high latitudes,10.5065/D66971QC,scopus
10.5194/essd-11-1957-2019,"An Arctic watershed observatory at Lake Peters, Alaska: Weather-glacier-river-lake system data for 2015-2018",10.18739/A2KH0DZ5J,scopus
10.1002/2017JG004002,"Spatial and Temporal Variation in Methane Concentrations, Fluxes, and Sources in Lakes in Arctic Alaska",10.18739/A2PW3G,scopus
10.1016/j.pocean.2020.102497,Benthic hotspots on the northern Bering and Chukchi continental shelf: Spatial variability in production regimes and environmental drivers,10.18739/A2KK94B8Q,scopus
10.1029/2020GB006629,Summertime Biogenic Silica Production and Silicon Limitation in the Pacific Arctic Region From 2006 to 2016,10.18739/A2804XJ9V,scopus
10.1371/journal.pone.0231178,Seasonal and latitudinal variations in sea ice algae deposition in the Northern Bering and Chukchi seas determined by algal biomarkers,10.18739/A2HH6C58X,scopus
10.1371/journal.pone.0231178,Seasonal and latitudinal variations in sea ice algae deposition in the Northern Bering and Chukchi seas determined by algal biomarkers,10.18739/A2BR8MG32,scopus
10.1007/s00300-020-02632-3,Recent change in benthic macrofaunal community composition in relation to physical forcing in the Pacific Arctic,10.18739/A2V11VK2K,scopus
10.1002/hyp.14075,Biogeochemical responses over 37 years to manipulation of phosphorus concentrations in an Arctic river: The Upper Kuparuk River Experiment,10.18739/A2WH2DD7W,scopus
10.1038/s43247-020-00050-1,Arctic riparian shrub expansion indicates a shift from streams gaining water to those that lose flow,10.18739/A2CF9J66P,scopus
10.5194/tc-14-3595-2020,Observation-derived ice growth curves show patterns and trends in maximum ice thickness and safe travel duration of Alaskan lakes and rivers,10.18739/A2FF3M027,scopus
10.5194/acp-19-7467-2019,Supercooled liquid fogs over the central Greenland Ice Sheet,10.18739/A28K74W5W,scopus
10.1029/2020GL089186,Evidence of Hydrological Intensification and Regime Change From Northern Alaskan Watershed Runoff,10.18739/A2P55DG5N,scopus
10.1029/2020GL089894,Carbon Dioxide and Methane Flux in a Dynamic Arctic Tundra Landscape: Decadal-Scale Impacts of Ice Wedge Degradation and Stabilization,10.18739/A29K97,scopus
10.5194/acp-19-7467-2019,Supercooled liquid fogs over the central Greenland Ice Sheet,10.18739/A21N7XM2W,scopus
10.1029/2021JD036140,The Role of Snow in Controlling Halogen Chemistry and Boundary Layer Oxidation During Arctic Spring: A 1D Modeling Case Study,10.5065/D63B5X7H,scopus
10.1029/2019GL084101,Evaluating a Regional Climate Model Simulation of Greenland Ice Sheet Snow and Firn Density for Improved Surface Mass Balance Estimates,10.18739/A2M03XX3M,scopus
10.5194/os-17-221-2021,Properties of surface water masses in the Laptev and the East Siberian seas in summer 2018 from in situ and satellite data,10.18739/A2FX73Z1F,scopus
10.1111/bor.12431,"‘Semi-dwarf’ woolly mammoths from the East Siberian Sea coast, continental Russia",10.18739/A20298,scopus
10.1002/lno.11626,Aufeis fields as novel groundwater-dependent ecosystems in the arctic cryosphere,10.18739/A20P0WR15,scopus
10.1088/1748-9326/aaf932,Inference of the impact of wildfire on permafrost and active layer thickness in a discontinuous permafrost region using the remotely sensed active layer thickness (ReSALT) algorithm,10.18739/A2KW57H4V,scopus
10.5194/essd-10-1959-2018,The SUMup dataset: Compiled measurements of surface mass balance components over ice sheets and sea ice with analysis over Greenland,10.18739/A2WS8HK6X,scopus
10.5194/tc-12-565-2018,Greenland iceberg melt variability from high-resolution satellite observations,10.18739/A20N7C,scopus
10.1073/pnas.1900613116,Direct detection of atmospheric atomic bromine leading to mercury and ozone depletion,10.18739/A2D79598P,scopus
10.5194/acp-19-7467-2019,Supercooled liquid fogs over the central Greenland Ice Sheet,10.18739/A25D8ND61,scopus
10.1029/2019GL084101,Evaluating a Regional Climate Model Simulation of Greenland Ice Sheet Snow and Firn Density for Improved Surface Mass Balance Estimates,10.18739/A2888F,scopus
10.5194/essd-10-1959-2018,The SUMup dataset: Compiled measurements of surface mass balance components over ice sheets and sea ice with analysis over Greenland,10.18739/A2888F,scopus
10.1088/1748-9326/aaaa9a,Tundra plant above-ground biomass and shrub dominance mapped across the North Slope of Alaska,10.5065/D62R3PVR,scopus
10.3354/meps13476,Ice algae resource utilization by benthic macro- And megafaunal communities on the Pacific Arctic shelf determined through lipid biomarker analysis,10.18739/A28W3827B,scopus
10.1038/s41597-020-00578-z,Arctic tidal current atlas,10.5065/D6J964FR,scopus
10.1016/j.pocean.2020.102497,Benthic hotspots on the northern Bering and Chukchi continental shelf: Spatial variability in production regimes and environmental drivers,10.5065/D6H70CVR,scopus
10.1016/j.dsr2.2016.10.011,The Arctic Marine Pulses Model: linking annual oceanographic processes to contiguous ecological domains in the Pacific Arctic,10.5065/D6H70CVR,scopus
10.1371/journal.pone.0231178,Seasonal and latitudinal variations in sea ice algae deposition in the Northern Bering and Chukchi seas determined by algal biomarkers,10.18739/A2WH2DF2X,scopus
10.5194/tc-14-3785-2020,The firn meltwater Retention Model Intercomparison Project (RetMIP): Evaluation of nine firn models at four weather station sites on the Greenland ice sheet,10.5065/D6NP22KX,scopus
10.1017/jog.2020.30,Firn cold content evolution at nine sites on the Greenland ice sheet between 1998 and 2017,10.5065/D6NP22KX,scopus
10.1029/2019GL084101,Evaluating a Regional Climate Model Simulation of Greenland Ice Sheet Snow and Firn Density for Improved Surface Mass Balance Estimates,10.5065/D6NP22KX,scopus
10.5194/tc-13-845-2019,Firn data compilation reveals widespread decrease of firn air content in western Greenland,10.5065/D6NP22KX,scopus
10.5194/essd-10-1959-2018,The SUMup dataset: Compiled measurements of surface mass balance components over ice sheets and sea ice with analysis over Greenland,10.5065/D6NP22KX,scopus
10.1029/2017JF004597,Drivers of Firn Density on the Greenland Ice Sheet Revealed by Weather Station Observations and Modeling,10.5065/D6NP22KX,scopus
10.1038/s41597-020-00578-z,Arctic tidal current atlas,10.18739/A20K5X,scopus
10.1088/1748-9326/abdcf2,Climate change reduces winter overland travel across the Pan-Arctic even under low-end global warming scenarios,10.18739/A2KG55,scopus
10.1111/1365-2745.13062,Below-ground plant traits influence tundra plant acquisition of newly thawed permafrost nitrogen,10.18739/A2K06X08R,scopus
10.1002/lol2.10060,Interactions between sunlight and microorganisms influence dissolved organic matter degradation along the aquatic continuum,10.18739/A2SV8Z,scopus
10.1029/2020GB006629,Summertime Biogenic Silica Production and Silicon Limitation in the Pacific Arctic Region From 2006 to 2016,10.5065/D6F47M5P,scopus
10.1029/2017JC013307,Winter Water Formation in Coastal Polynyas of the Eastern Chukchi Shelf: Pacific and Atlantic Influences,10.5065/D6G44N6Q,scopus
10.1016/j.csr.2016.02.008,Surface water mass composition changes captured by cores of Arctic land-fast sea ice,10.5065/D6G44N6Q,scopus
10.1002/2015JC011318,"A wind-driven, hybrid latent and sensible heat coastal polynya off Barrow, Alaska",10.5065/D6G44N6Q,scopus
10.5194/essd-11-1957-2019,"An Arctic watershed observatory at Lake Peters, Alaska: Weather-glacier-river-lake system data for 2015-2018",10.18739/A2GQ6R21H,scopus
10.5194/essd-11-1957-2019,"An Arctic watershed observatory at Lake Peters, Alaska: Weather-glacier-river-lake system data for 2015-2018",10.18739/A2FQ9Q52R,scopus
10.3354/meps13317,Time-series of direct primary production and phytoplankton biomass in the southeastern bering sea: Responses to cold and warm stanzas,10.5065/D6DN4339,scopus
10.1029/2017JC013307,Winter Water Formation in Coastal Polynyas of the Eastern Chukchi Shelf: Pacific and Atlantic Influences,10.5065/D6BG2KW9,scopus
10.1016/j.csr.2016.02.008,Surface water mass composition changes captured by cores of Arctic land-fast sea ice,10.5065/D6BG2KW9,scopus
10.5194/cp-14-1625-2018,"Burning-derived vanillic acid in an Arctic ice core from Tunu, northeastern Greenland",10.18739/A2G73735Q,scopus
10.5194/essd-14-865-2022,New high-resolution estimates of the permafrost thermal state and hydrothermal conditions over the Northern Hemisphere,10.18739/A2D934,scopus
10.1029/2019GL084101,Evaluating a Regional Climate Model Simulation of Greenland Ice Sheet Snow and Firn Density for Improved Surface Mass Balance Estimates,10.5065/D63X84RQ,scopus
10.5194/essd-10-1959-2018,The SUMup dataset: Compiled measurements of surface mass balance components over ice sheets and sea ice with analysis over Greenland,10.5065/D63X84RQ,scopus
10.1002/2017JG004002,"Spatial and Temporal Variation in Methane Concentrations, Fluxes, and Sources in Lakes in Arctic Alaska",10.18739/A2XC70,scopus
10.1038/s41597-020-00578-z,Arctic tidal current atlas,10.18739/A23K67,scopus
10.1038/s41597-020-00578-z,Arctic tidal current atlas,10.5065/D6P84921,scopus
10.3354/meps13317,Time-series of direct primary production and phytoplankton biomass in the southeastern bering sea: Responses to cold and warm stanzas,10.5065/D67W696R,scopus
10.5194/tc-12-1921-2018,Reflective properties of melt ponds on sea ice,10.5065/D6J1019P,scopus
10.1371/journal.pone.0251164,"Biogeography and ecology of Ostracoda in the U.S. Northern Bering, Chukchi, and Beaufort Seas",10.5065/D6DB7ZVJ,scopus
10.5194/essd-11-1957-2019,"An Arctic watershed observatory at Lake Peters, Alaska: Weather-glacier-river-lake system data for 2015-2018",10.18739/A2R785P0G,scopus
10.5194/tc-12-1921-2018,Reflective properties of melt ponds on sea ice,10.5065/D6NZ85TB,scopus
10.5194/tc-16-1247-2022,A new Stefan equation to characterize the evolution of thermokarst lake and talik geometry,10.18739/A2CJ87K8H,scopus
10.1525/elementa.352,Snowpack measurements suggest role for multi-year sea ice regions in Arctic atmospheric bromine and chlorine chemistry,10.5065/D6930R9W,scopus
10.1029/2020JC016975,Ocean Modification and Seasonality in a Northern Ellesmere Island Glacial Fjord Prior to Ice Shelf Breakup: Milne Fiord,10.18739/A22G78,scopus
10.1038/s41597-020-00578-z,Arctic tidal current atlas,10.18739/A2HT2GB80,scopus
10.1029/2020GL089469,Intensification of Near-Surface Currents and Shear in the Eastern Arctic Ocean,10.18739/A2HT2GB80,scopus
10.1086/711873,"Microgeography, not just latitude, drives climate overlap on mountains from tropical to polar ecosystems",10.5065/D6PZ56X8,scopus
10.5194/tc-11-2363-2017,Investigating the local-scale influence of sea ice on Greenland surface melt,10.5065/D6JH3J7Z,scopus
10.1029/2021JG006578,Trapped Under Ice: Spatial and Seasonal Dynamics of Dissolved Organic Matter Composition in Tundra Lakes,10.18739/A2086356K,scopus
10.1029/2021JD036140,The Role of Snow in Controlling Halogen Chemistry and Boundary Layer Oxidation During Arctic Spring: A 1D Modeling Case Study,10.5065/D62J6902,scopus
10.5194/essd-11-1957-2019,"An Arctic watershed observatory at Lake Peters, Alaska: Weather-glacier-river-lake system data for 2015-2018",10.18739/A2Q814S0S,scopus
10.1029/2021JD036140,The Role of Snow in Controlling Halogen Chemistry and Boundary Layer Oxidation During Arctic Spring: A 1D Modeling Case Study,10.5065/D6GH9G2J,scopus
10.1111/1365-2745.12654,Peak season carbon exchange shifts from a sink to a source following 50+ years of herbivore exclusion in an Arctic tundra ecosystem,10.18739/A2WD3H,scopus
10.1016/j.dsr2.2016.08.009,3-D water properties and geostrophic circulation on the eastern Bering Sea shelf,10.5065/D65M63P5,scopus
10.5194/os-17-221-2021,Properties of surface water masses in the Laptev and the East Siberian seas in summer 2018 from in situ and satellite data,10.18739/A2X34MS0V,scopus
10.1029/2021JD036140,The Role of Snow in Controlling Halogen Chemistry and Boundary Layer Oxidation During Arctic Spring: A 1D Modeling Case Study,10.5065/D6P8491K,scopus
10.5194/tc-13-1233-2019,A key factor initiating surface ablation of Arctic sea ice: Earlier and increasing liquid precipitation,10.18739/A2D08X,scopus
10.5194/tc-13-775-2019,"Physical and optical characteristics of heavily melted ""rotten"" Arctic sea ice",10.18739/A2D08X,scopus
10.1029/2017JC013617,Light availability and phytoplankton growth beneath arctic sea ice: Integrating observations and modeling,10.18739/A2D08X,scopus
10.5194/bg-17-4025-2020,Environmental controls on ecosystem-scale cold-season methane and carbon dioxide fluxes in an Arctic tundra ecosystem,10.18739/A21Z41S5S,scopus
10.3389/fmars.2020.00150,Pan-Arctic Ocean Primary Production Constrained by Turbulent Nitrate Fluxes,10.18739/A24X54G9W,scopus
10.1029/2019WR026348,Hydrology of a Perennial Firn Aquifer in Southeast Greenland: An Overview Driven by Field Data,10.18739/A26T0GW4P,scopus
10.5194/acp-17-8619-2017,Arctic regional methane fluxes by ecotope as derived using eddy covariance from a low-flying aircraft,10.18739/A2JW84,scopus
10.1029/2019JD030650,Surface Energy Budgets of Arctic Tundra During Growing Season,10.18739/A2C824D80,scopus
10.1002/arp.1830,Virtual cultural landscapes: Geospatial visualizations of past environments,10.18739/A2K06X129,scopus
10.5194/tc-14-4121-2020,Sharp contrasts in observed and modeled crevasse patterns at Greenland’s marine terminating glaciers,10.18739/A2WH2DF1F,scopus
10.5194/essd-13-2515-2021,University of Colorado and Black Swift Technologies RPAS-based measurements of the lower atmosphere during LAPSE-RATE,10.18739/A2SJ19R18,scopus
10.1111/gcb.15193,Snow melt stimulates ecosystem respiration in Arctic ecosystems,10.18739/A25X25C75,scopus
10.1029/2019JG005242,Sensitivity of Methane Emissions to Later Soil Freezing in Arctic Tundra Ecosystems,10.18739/A25X25C75,scopus
10.1029/2019JG005170,Climate-Driven Changes in Dissolved Organic Carbon and Water Clarity in Arctic Lakes of West Greenland,10.18739/A2QB9V561,scopus
10.1175/JAS-D-21-0053.1,"The Detection, Genesis, and Modeling of Turbulence Intermittency in the Stable Atmospheric Surface Layer",10.18739/A2R20RW3W,scopus
10.1029/2020JC016204,The Western Eurasian Basin Halocline in 2017: Insights From Autonomous NO Measurements and the Mercator Physical System,10.18739/A27H1DK9T,scopus
10.5194/hess-25-3017-2021,Investigating ANN architectures and training to estimate snow water equivalent from snow depth,10.5065/D69G5JX5,scopus
10.5194/tc-14-1579-2020,Evaluation of long-term Northern Hemisphere snow water equivalent products,10.5065/D69G5JX5,scopus
10.1016/j.dsr2.2016.08.009,3-D water properties and geostrophic circulation on the eastern Bering Sea shelf,10.5065/D6F47M3S,scopus
10.1088/1748-9326/aaaa9a,Tundra plant above-ground biomass and shrub dominance mapped across the North Slope of Alaska,10.5065/D6B56GV1,scopus
10.1029/2021JD036140,The Role of Snow in Controlling Halogen Chemistry and Boundary Layer Oxidation During Arctic Spring: A 1D Modeling Case Study,10.5065/D6RJ4GK6,scopus
10.5194/tc-12-3215-2018,Processes influencing heat transfer in the near-surface ice of Greenland's ablation zone,10.18739/A2G44HQ01,scopus
10.1007/s10021-020-00559-8,Mechanisms of Persistent High Primary Production During the Growing Season in the Chukchi Sea,10.5065/D6RF5S30,scopus
10.3969/j.issn.0253-4193.2019.09.006,Simulation of spatial distribution and seasonal variation of plankton in the Arctic Ocean,10.5065/D6RF5S30,scopus
10.5194/essd-13-1135-2021,Landsat-derived bathymetry of lakes on the Arctic Coastal Plain of northern Alaska,10.18739/A2SN01440,scopus
10.1016/j.dsr2.2016.08.009,3-D water properties and geostrophic circulation on the eastern Bering Sea shelf,10.5065/D6FT8J1B,scopus
10.5194/essd-11-1957-2019,"An Arctic watershed observatory at Lake Peters, Alaska: Weather-glacier-river-lake system data for 2015-2018",10.18739/A23J3912W,scopus
10.1029/2018JF004819,Seismic Tremor Reveals Spatial Organization and Temporal Changes of Subglacial Water System,10.18739/A2H98ZC7V,scopus
10.1371/journal.pone.0231178,Seasonal and latitudinal variations in sea ice algae deposition in the Northern Bering and Chukchi seas determined by algal biomarkers,10.18739/A2804XK1F,scopus
10.5194/essd-11-1957-2019,"An Arctic watershed observatory at Lake Peters, Alaska: Weather-glacier-river-lake system data for 2015-2018",10.18739/A2BZ61825,scopus
10.5194/essd-11-1957-2019,"An Arctic watershed observatory at Lake Peters, Alaska: Weather-glacier-river-lake system data for 2015-2018",10.18739/A27659F8Q,scopus
10.5194/essd-11-1957-2019,"An Arctic watershed observatory at Lake Peters, Alaska: Weather-glacier-river-lake system data for 2015-2018",10.18739/A23F4KN4K,scopus
10.5194/tc-15-5409-2021,"Generation and fate of basal meltwater during winter, western Greenland Ice Sheet",10.18739/A2QV3C418,scopus
10.1002/ppp.2105,Fluvio-thermal erosion and thermal denudation in the yedoma region of northern Alaska: Revisiting the Itkillik River exposure,10.18739/A2H35R,scopus
10.1029/2020JD033589,Influence of Thermodynamic State Changes on Surface Cloud Radiative Forcing in the Arctic: A Comparison of Two Approaches Using Data From AFLUX and SHEBA,10.5065/D6PN93R6,scopus
10.1002/2016JD026034,Meteorological conditions in a thinner Arctic sea ice regime from winter to summer during the Norwegian Young sea ice expedition (N-ICE2015),10.5065/D6PN93R6,scopus
10.1029/2018JF004772,Simulated Greenland Surface Mass Balance in the GISS ModelE2 GCM: Role of the Ice Sheet Surface,10.18739/A2SK7T,scopus
10.1016/j.pocean.2015.05.006,Ecosystem characteristics and processes facilitating persistent macrobenthic biomass hotspots and associated benthivory in the Pacific Arctic,10.5065/D67M05ZX,scopus
10.5194/tc-14-3595-2020,Observation-derived ice growth curves show patterns and trends in maximum ice thickness and safe travel duration of Alaskan lakes and rivers,10.18739/A2G15TB05,scopus
10.1093/femsec/fiw053,"Evidence for marine origin and microbial-viral habitability of sub-zero hypersaline aqueous inclusions within permafrost near Barrow, Alaska",10.5065/D63X84KG,scopus
10.5194/acp-19-10571-2019,Arctic clouds in ECHAM6 and their sensitivity to cloud microphysics and surface fluxes,10.18739/A2KS6N,scopus
10.1111/gcb.12875,A pan-Arctic synthesis of CH<inf>4</inf> and CO<inf>2</inf> production from anoxic soil incubations,10.5065/D66M34S3,scopus
10.1029/2019WR026348,Hydrology of a Perennial Firn Aquifer in Southeast Greenland: An Overview Driven by Field Data,10.18739/A2NS0KZ0K,scopus
10.1029/2019WR025621,Snow Water Equivalent Measurements in Remote Arctic Alaska Watersheds,10.18739/A2ZC7RV0M,scopus
10.1029/2019WR025621,Snow Water Equivalent Measurements in Remote Arctic Alaska Watersheds,10.18739/A2348GG50,scopus
10.1029/2019WR026348,Hydrology of a Perennial Firn Aquifer in Southeast Greenland: An Overview Driven by Field Data,10.18739/A2F18SF5B,scopus
10.1029/2020GB006629,Summertime Biogenic Silica Production and Silicon Limitation in the Pacific Arctic Region From 2006 to 2016,10.5065/D6C24TGR,scopus
10.1038/s41597-020-00578-z,Arctic tidal current atlas,10.18739/A21C7X,scopus
10.3354/meps13476,Ice algae resource utilization by benthic macro- And megafaunal communities on the Pacific Arctic shelf determined through lipid biomarker analysis,10.18739/A2C824F2J,scopus
10.1029/2019WR026348,Hydrology of a Perennial Firn Aquifer in Southeast Greenland: An Overview Driven by Field Data,10.18739/A26D5PB4R,scopus
10.3354/meps13476,Ice algae resource utilization by benthic macro- And megafaunal communities on the Pacific Arctic shelf determined through lipid biomarker analysis,10.18739/A2H12V769,scopus
10.1029/2019GL086521,Direct Observation of Winter Meltwater Drainage From the Greenland Ice Sheet,10.18739/A25Q4RM33,scopus
10.1029/2019WR026348,Hydrology of a Perennial Firn Aquifer in Southeast Greenland: An Overview Driven by Field Data,10.18739/A2R785P5W,scopus
10.5194/tc-14-3595-2020,Observation-derived ice growth curves show patterns and trends in maximum ice thickness and safe travel duration of Alaskan lakes and rivers,10.18739/A26688J9Z,scopus
10.1038/s41597-020-00578-z,Arctic tidal current atlas,10.5065/D62805QS,scopus
10.1371/journal.pone.0251164,"Biogeography and ecology of Ostracoda in the U.S. Northern Bering, Chukchi, and Beaufort Seas",10.5065/D6VM49BM,scopus
10.5194/tc-14-1951-2020,Surface emergence of glacial plumes determined by fjord stratification,10.18739/A2B853H78,scopus
10.5194/tc-13-911-2019,Large spatial variations in the flux balance along the front of a Greenland tidewater glacier,10.18739/A2B853H78,scopus
10.1371/journal.pone.0251164,"Biogeography and ecology of Ostracoda in the U.S. Northern Bering, Chukchi, and Beaufort Seas",10.5065/D6W9576K,scopus
10.1038/s41597-020-00578-z,Arctic tidal current atlas,10.18739/A2MT1D,scopus
10.1093/gji/ggv415,A Green's function approach for assessing the thermal disturbance caused by drilling deep boreholes in rock or ice,10.5065/D64F1NS6,scopus
10.1111/1365-2435.13323,The importance of secondary growth to plant responses to snow in the arctic,10.18739/A2PV6B660,scopus
10.1007/978-3-030-35291-2_2,Internet of things for environmental sustainability and climate change,10.18739/A2KP7TQ9P,scopus
10.1007/978-3-030-35291-2_2,Internet of things for environmental sustainability and climate change,10.18739/A2F47GT18,scopus
10.1007/978-3-030-35291-2_2,Internet of things for environmental sustainability and climate change,10.18739/A25T3FZ9D,scopus
10.5194/acp-19-4917-2019,"PH-dependent production of molecular chlorine, bromine, and iodine from frozen saline surfaces",10.18739/A22804Z17,scopus
10.1038/s41597-020-00578-z,Arctic tidal current atlas,10.5065/D64747X3,scopus
10.1002/2017JG004002,"Spatial and Temporal Variation in Methane Concentrations, Fluxes, and Sources in Lakes in Arctic Alaska",10.18739/A25W2F,scopus
10.5194/acp-19-7467-2019,Supercooled liquid fogs over the central Greenland Ice Sheet,10.18739/A2WW76Z78,scopus
10.5194/bg-14-4279-2017,Variability in above- and belowground carbon stocks in a Siberian larch watershed,10.5065/D6NG4NP0,scopus
10.1029/2019GL084101,Evaluating a Regional Climate Model Simulation of Greenland Ice Sheet Snow and Firn Density for Improved Surface Mass Balance Estimates,10.5065/D6154F6J,scopus
10.5194/essd-10-1959-2018,The SUMup dataset: Compiled measurements of surface mass balance components over ice sheets and sea ice with analysis over Greenland,10.5065/D6154F6J,scopus
10.1029/2018GL077403,Sea Ice Versus Storms: What Controls Sea Salt in Arctic Ice Cores?,10.18739/A2Q05K,scopus
10.5194/tc-13-1233-2019,A key factor initiating surface ablation of Arctic sea ice: Earlier and increasing liquid precipitation,10.5065/D6MW2F2H,scopus
10.1017/jog.2017.56,Sea-ice thickness in the coastal northeastern chukchi sea from moored ice-profiling sonar,10.5065/D6MW2F2H,scopus
10.1016/j.rse.2016.10.032,Assessing small-scale deformation and stability of landfast sea ice on seasonal timescales through L-band SAR interferometry and inverse modeling,10.5065/D6MW2F2H,scopus
10.1016/j.csr.2016.02.008,Surface water mass composition changes captured by cores of Arctic land-fast sea ice,10.5065/D6MW2F2H,scopus
10.1029/2019JF005349,"Feedbacks Between Surface Deformation and Permafrost Degradation in Ice Wedge Polygons, Arctic Coastal Plain, Alaska",10.18739/A26R78,scopus
10.5194/tc-12-1957-2018,Microtopographic control on the ground thermal regime in ice wedge polygons,10.18739/A26R78,scopus
10.1371/journal.pone.0231178,Seasonal and latitudinal variations in sea ice algae deposition in the Northern Bering and Chukchi seas determined by algal biomarkers,10.18739/A2XD0QX8B,scopus
10.5194/essd-8-199-2016,A synthetic data set of high-spectral-resolution infrared spectra for the Arctic atmosphere,10.5065/D61J97TT,scopus
10.5194/tc-13-845-2019,Firn data compilation reveals widespread decrease of firn air content in western Greenland,10.18739/A2V40JZ6C,scopus
10.1002/tafs.10018,Spatial Differences in the Distributions of Arctic and Pacific Lampreys in the Eastern Bering Sea,10.5065/D6DF6P6C,scopus
10.1016/j.dsr2.2016.07.009,"Climate to fish: Synthesizing field work, data and models in a 39-year retrospective analysis of seasonal processes on the eastern Bering Sea shelf and slope",10.5065/D6DF6P6C,scopus
10.1016/j.dsr2.2015.10.009,"Summer diet composition of walleye pollock and predator–prey relationships with copepods and euphausiids in the eastern Bering Sea, 1987–2011",10.5065/D6DF6P6C,scopus
10.1016/j.dsr2.2015.10.008,Effects of warm and cold climate conditions on capelin (Mallotus villosus) and Pacific herring (Clupea pallasii) in the eastern Bering Sea,10.5065/D6DF6P6C,scopus
10.1016/j.dsr2.2013.09.017,Microzooplankton grazing in the Eastern Bering Sea in summer,10.5065/D6DF6P6C,scopus
10.1016/j.dsr2.2013.04.023,An introduction to the Bering Sea Project: Volume II,10.5065/D6DF6P6C,scopus
10.5194/tc-15-5281-2021,Improved ELMv1-ECA simulations of zero-curtain periods and cold-season CH4 and CO2 emissions at Alaskan Arctic tundra sites,10.18739/A2SH27,scopus
10.5194/gmd-14-1865-2021,PERICLIMv1.0: A model deriving palaeo-air temperatures from thaw depth in past permafrost regions,10.18739/A2SH27,scopus
10.5194/tc-13-2087-2019,Permafrost variability over the Northern Hemisphere based on the MERRA-2 reanalysis,10.18739/A2SH27,scopus
10.1002/2017MS001019,Evaluation and Enhancement of Permafrost Modeling With the NASA Catchment Land Surface Model,10.18739/A2SH27,scopus
10.5194/tc-13-911-2019,Large spatial variations in the flux balance along the front of a Greenland tidewater glacier,10.18739/A24Q7QP6V,scopus
10.1029/2021JD036140,The Role of Snow in Controlling Halogen Chemistry and Boundary Layer Oxidation During Arctic Spring: A 1D Modeling Case Study,10.5065/D6DB7ZXF,scopus
10.5194/tc-14-3595-2020,Observation-derived ice growth curves show patterns and trends in maximum ice thickness and safe travel duration of Alaskan lakes and rivers,10.18739/A2K35MD3N,scopus
10.1029/2021JD035776,The Critical Role of Euro-Atlantic Blocking in Promoting Snowfall in Central Greenland,10.18739/A2R28Q,scopus
