article_id,article_title,dataset_id,source
10.1029/2020JD032982,Changes in the Relationship Between the Variation in Spring Eurasian Snow and the Surface Temperature Over the Northern Hemisphere Around the Late 1980s,10.7289/V5N014G9,scopus
10.1002/joc.6753,Summer onset in northern Asia,10.7289/V5N014G9,scopus
10.1007/s00127-021-02172-z,"Stress exposure and well-being: correlates of meeting criteria for bipolar disorder, borderline personality disorder, or both",10.7289/V5N014G9,scopus
10.1029/2019MS002005,Improved Near-Surface Continental Climate in IPSL-CM6A-LR by Combined Evolutions of Atmospheric and Land Surface Physics,10.7289/V5N014G9,scopus
10.5194/amt-13-5033-2020,"Quality controls, bias, and seasonality of CO<inf>2</inf>columns in the boreal forest with Orbiting Carbon Observatory-2, Total Carbon Column Observing Network, and EM27/SUN measurements",10.7289/V5N014G9,scopus
10.1029/2019JD032367,"The Climatological Context of Trends in the Onset of Northern Hemisphere Seasonal Snow Cover, 1972–2017",10.7289/V5N014G9,scopus
10.1002/hyp.13843,"Inter-annual variability in snow cover depletion patterns and atmospheric circulation indices in the Upper Irtysh basin, Central Asia",10.7289/V5N014G9,scopus
10.5194/hess-24-3899-2020,Revisiting the global hydrological cycle: Is it intensifying?,10.7289/V5N014G9,scopus
10.1029/2020EA001140,Machine Learning Models for the Seasonal Forecast of Winter Surface Air Temperature in North America,10.7289/V5N014G9,scopus
10.5194/tc-14-2495-2020,Historical Northern Hemisphere snow cover trends and projected changes in the CMIP6 multi-model ensemble,10.7289/V5N014G9,scopus
10.1175/JCLI-D-19-0687.1,An observational estimate of the direct response of the cold-season atmospheric circulation to the arctic sea ice loss,10.7289/V5N014G9,scopus
10.1175/JCLI-D-19-0222.1,Decadal changes in the interannual variability of heat waves in East Asia caused by atmospheric teleconnection changes,10.7289/V5N014G9,scopus
10.1175/JCLI-D-21-0634.1,Prospects for Seasonal Prediction of Summertime Trans-Arctic Sea Ice Path,10.5067/7Q8HCCWS4I0R,scopus
10.1175/JCLI-D-21-0548.1,Subseasonal-to-Seasonal Arctic Sea Ice Forecast Skill Improvement from Sea Ice Concentration Assimilation,10.5067/7Q8HCCWS4I0R,scopus
10.5194/tc-16-2565-2022,Sea ice floe size: its impact on pan-Arctic and local ice mass and required model complexity,10.5067/7Q8HCCWS4I0R,scopus
10.1175/JCLI-D-21-0579.1,Quantifying the Contribution of Internal Atmospheric Drivers to Near-Term Projection Uncertainty in September Arctic Sea Ice,10.5067/7Q8HCCWS4I0R,scopus
10.1029/2021GL097413,Antarctic Sea Ice Projections Constrained by Historical Ice Cover and Future Global Temperature Change,10.5067/7Q8HCCWS4I0R,scopus
10.1175/JCLI-D-21-0265.1,Global Snowmelt Onset Reflects Climate Variability: Insights from Spaceborne Radiometer Observations,10.5067/7Q8HCCWS4I0R,scopus
10.5194/tc-16-1653-2022,Network connectivity between the winter Arctic Oscillation and summer sea ice in CMIP6 models and observations,10.5067/7Q8HCCWS4I0R,scopus
10.5194/tc-16-1141-2022,Reassessing seasonal sea ice predictability of the Pacific-Arctic sector using a Markov model,10.5067/7Q8HCCWS4I0R,scopus
10.5194/tc-16-1107-2022,Contribution of warm and moist atmospheric flow to a record minimum July sea ice extent of the Arctic in 2020,10.5067/7Q8HCCWS4I0R,scopus
10.1175/JCLI-D-21-0301.1,Understanding the Forecast Skill of Rapid Arctic Sea Ice Loss on Subseasonal Time Scales,10.5067/7Q8HCCWS4I0R,scopus
10.5194/tc-16-237-2022,Cross-platform classification of level and deformed sea ice considering per-class incident angle dependency of backscatter intensity,10.5067/7Q8HCCWS4I0R,scopus
10.1007/s00382-022-06260-x,Southern Ocean sea ice concentration budgets of five ocean-sea ice reanalyses,10.5067/7Q8HCCWS4I0R,scopus
10.1029/2021GB007032,The Changing CO<inf>2</inf> Sink in the Western Arctic Ocean From 1994 to 2019,10.5067/7Q8HCCWS4I0R,scopus
10.1175/JCLI-D-21-0093.1,A Cyclone-Centered Perspective on the Drivers of Asymmetric Patterns in the Atmosphere and Sea Ice during Arctic Cyclones,10.5067/7Q8HCCWS4I0R,scopus
10.1029/2021JD035144,Seasonal Influence of the Atmosphere and Ocean on the Fall Sea Ice Extent in the Barents-Kara Seas,10.5067/7Q8HCCWS4I0R,scopus
10.1175/JCLI-D-20-0716.1,"Interrelationships of sea surface salinity, chlorophyll-a concentration, and Sea surface temperature near the antarctic ice edge",10.5067/7Q8HCCWS4I0R,scopus
10.5194/tc-15-3401-2021,Spaceborne infrared imagery for early detection of Weddell Polynya opening,10.5067/7Q8HCCWS4I0R,scopus
10.1029/2021EA001728,Assessing CryoSat-2 Antarctic Snow Freeboard Retrievals Using Data From ICESat-2,10.5067/7Q8HCCWS4I0R,scopus
10.1029/2020GL091784,On the Origin of Discrepancies Between Observed and Simulated Memory of Arctic Sea Ice,10.5067/7Q8HCCWS4I0R,scopus
10.1029/2021GL092714,Role of Intense Arctic Storm in Accelerating Summer Sea Ice Melt: An In Situ Observational Study,10.5067/7Q8HCCWS4I0R,scopus
10.1029/2020JG006227,Modeling Phytoplankton Blooms and Inorganic Carbon Responses to Sea-Ice Variability in the West Antarctic Peninsula,10.5067/7Q8HCCWS4I0R,scopus
10.1029/2020JD033616,Role of Extratropical Wintertime Cyclones in Regulating the Variations of Baffin Bay Sea Ice Export,10.5067/7Q8HCCWS4I0R,scopus
10.1175/JCLI-D-20-0294.1,Assessment and ranking of climate models in Arctic Sea ice cover simulation: From CMIP5 to CMIP6,10.5067/7Q8HCCWS4I0R,scopus
10.5194/tc-15-345-2021,Inter-comparison of snow depth over Arctic sea ice from reanalysis reconstructions and satellite retrieval,10.5067/7Q8HCCWS4I0R,scopus
10.5194/tc-14-3811-2020,Recent changes in pan-Antarctic region surface snowmelt detected by AMSR-E and AMSR2,10.5067/7Q8HCCWS4I0R,scopus
10.1029/2021GB007276,Constraining the Particle Size Distribution of Large Marine Particles in the Global Ocean With In Situ Optical Observations and Supervised Learning,10.5067/AQUA/MODIS_OC.2014.0,scopus
10.1111/1365-2656.13693,Life history mediates the association between parasite abundance and geographic features,10.5067/AQUA/MODIS_OC.2014.0,scopus
10.3354/MEPS14037,Satellite tags describe movement and diving behaviour of blue sharks Prionace glauca in the southwest Pacific,10.5067/AQUA/MODIS_OC.2014.0,scopus
10.3390/ijgi10110778,Assessing potential climatic and human pressures in indonesian coastal ecosystems using a spatial data-driven approach,10.5067/AQUA/MODIS_OC.2014.0,scopus
10.1371/journal.pone.0255304,"Coral reefs in the Gilbert Islands of Kiribati: Resistance, resilience, and recovery after more than a decade of multiple stressors",10.5067/AQUA/MODIS_OC.2014.0,scopus
10.1175/JCLI-D-20-0716.1,"Interrelationships of sea surface salinity, chlorophyll-a concentration, and Sea surface temperature near the antarctic ice edge",10.5067/AQUA/MODIS_OC.2014.0,scopus
10.1029/2020JC016509,More than Skin Deep: Sea Surface Temperature as a Means of Inferring Atlantic Water Variability on the Southeast Greenland Continental Shelf Near Helheim Glacier,10.5067/AQUA/MODIS_OC.2014.0,scopus
10.3390/rs13050841,Comparison of a smartfin with an infrared sea surface temperature radiometer in the atlantic ocean,10.5067/AQUA/MODIS_OC.2014.0,scopus
10.5194/bg-17-3837-2020,"A regional hindcast model simulating ecosystem dynamics, inorganic carbon chemistry, and ocean acidification in the Gulf of Alaska",10.5067/AQUA/MODIS_OC.2014.0,scopus
10.7868/S2073667320020082,Research of the relations between the seasonal variability of salinity and bio-optical features in the sea of azov using the satellite data in the visible spectrum range,10.5067/AQUA/MODIS_OC.2014.0,scopus
10.1109/JSTARS.2019.2948385,The Influence of Seasonal and Interannual Variability on Surface Chlorophyll-a off the Western Lesser Sunda Islands,10.5067/AQUA/MODIS_OC.2014.0,scopus
10.1134/S1063074019040059,Use of Satellite Data for the Estimation of the Specific Growth Rate of Phytoplankton in the Surface Layer of the Black Sea,10.5067/AQUA/MODIS_OC.2014.0,scopus
10.3390/s19040936,A printable device for measuring clarity and colour in lake and nearshore waters,10.5067/AQUA/MODIS_OC.2014.0,scopus
10.1029/2018GB006168,Modeling Iron and Light Controls on the Summer Phaeocystis antarctica Bloom in the Amundsen Sea Polynya,10.5067/AQUA/MODIS_OC.2014.0,scopus
10.1007/s10236-018-1208-y,Mesoscale dynamics and walleye pollock catches in the Navarin Canyon area of the Bering Sea,10.5067/AQUA/MODIS_OC.2014.0,scopus
10.1029/2018JC014248,Satellite Observations of Enhanced Chlorophyll Variability in the Southern California Bight,10.5067/AQUA/MODIS_OC.2014.0,scopus
10.1029/2017JG004241,Primary Production and Calcification Rates of Algae-Dominated Reef Flat and Seagrass Communities,10.5067/AQUA/MODIS_OC.2014.0,scopus
10.5194/bg-15-1515-2018,Over-calcified forms of the coccolithophore Emiliania huxley in high-CO2 waters are not preadapted to ocean acidification,10.5067/AQUA/MODIS_OC.2014.0,scopus
10.7868/S2073667318030097,Investigation of the evolution of the suspended solids in the sea of Azov based on the assimilation of satellite data in a hydrodynamic model,10.5067/AQUA/MODIS_OC.2014.0,scopus
10.1002/2017JC013023,Geostatistical Analysis of Mesoscale Spatial Variability and Error in SeaWiFS and MODIS/Aqua Global Ocean Color Data,10.5067/AQUA/MODIS_OC.2014.0,scopus
10.5194/cp-13-1791-2017,"A multi-proxy analysis of Late Quaternary ocean and climate variability for the Maldives, Inner Sea",10.5067/AQUA/MODIS_OC.2014.0,scopus
10.5194/bg-14-4125-2017,"Inverse-model estimates of the ocean's coupled phosphorus, silicon, and iron cycles",10.5067/AQUA/MODIS_OC.2014.0,scopus
10.1080/01431161.2017.1286054,Satellite-derived CO<inf>2</inf> flux in the surface seawater of the Austral Ocean south of Australia,10.5067/AQUA/MODIS_OC.2014.0,scopus
10.1578/AM.43.1.2017.63,"Occurrence of sei whales (Balaenoptera borealis) in the magellan strait from 2004-2015, Chile",10.5067/AQUA/MODIS_OC.2014.0,scopus
10.5194/os-12-987-2016,Effects of lateral processes on the seasonal water stratification of the Gulf of Finland: 3-D NEMO-based model study,10.5067/AQUA/MODIS_OC.2014.0,scopus
